candidate_id,years_experience,education_level,skills,experience_description,position_applied,suitable
CAND_0239,3,associate,"stakeholder management, adaptability, teamwork, pmp, project management, time management","Experienced project manager with 3 years working with stakeholder management, adaptability, teamwork",project_manager,1
CAND_0240,3,associate,"teamwork, problem solving, adobe creative suite, figma, html, css","Experienced designer with 3 years working with teamwork, problem solving, adobe creative suite",designer,0
CAND_0241,3,phd,"docker, adaptability, java, creativity, aws","Experienced backend developer with 3 years working with docker, adaptability, java",backend_developer,0
CAND_0242,0,bachelor,"java, teamwork, git, agile","Experienced developer with 0 years working with java, teamwork, git",developer,0
CAND_0243,5,bachelor,"r, leadership, creativity, sql, excel, time management, reporting, data analysis","Experienced analyst with 5 years working with r, leadership, creativity",analyst,1
CAND_0244,3,bachelor,"r, python, teamwork, leadership","Experienced analyst with 3 years working with r, python, teamwork",analyst,0
CAND_0245,6,high_school,"communication, ui/ux, adaptability, leadership, design, adobe creative suite, css, html","Experienced ui ux designer with 6 years working with communication, ui/ux, adaptability",ui_ux_designer,1
CAND_0246,9,high_school,"kotlin, leadership, problem solving, mobile","Experienced mobile developer with 9 years working with kotlin, leadership, problem solving",mobile_developer,1
CAND_0247,9,master,"pandas, machine learning, communication, critical thinking","Experienced data scientist with 9 years working with pandas, machine learning, communication",data_scientist,0
CAND_0248,8,associate,"testing, programming, adaptability, teamwork, python, java, javascript, time management","Experienced developer with 8 years working with testing, programming, adaptability",developer,1
CAND_0249,1,phd,"teamwork, problem solving, java, creativity, flutter","Experienced mobile developer with 1 years working with teamwork, problem solving, java",mobile_developer,0
CAND_0250,2,associate,"communication, adaptability, python, creativity, excel, reporting, data analysis","Experienced analyst with 2 years working with communication, adaptability, python",analyst,1
CAND_0251,9,bachelor,"programming, python, problem solving, javascript, c#","Experienced software developer with 9 years working with programming, python, problem solving",software_developer,1
CAND_0252,0,master,"time management, machine learning, python, critical thinking","Experienced data analyst with 0 years working with time management, machine learning, python",data_analyst,0
CAND_0253,8,phd,"teamwork, problem solving, design, adobe creative suite, creativity","Experienced designer with 8 years working with teamwork, problem solving, design",designer,1
CAND_0254,5,associate,"testing, programming, critical thinking, creativity, agile","Experienced developer with 5 years working with testing, programming, critical thinking",developer,1
CAND_0255,0,phd,"color theory, adaptability, design, adobe creative suite, web design","Experienced graphic designer with 0 years working with color theory, adaptability, design",graphic_designer,1
CAND_0256,2,phd,"business intelligence, teamwork, python, critical thinking, creativity, sql, excel, powerbi","Experienced business analyst with 2 years working with business intelligence, teamwork, python",business_analyst,1
CAND_0257,9,high_school,"sass, problem solving, leadership, javascript, html, css","Experienced frontend developer with 9 years working with sass, problem solving, leadership",frontend_developer,1
CAND_0258,2,associate,"nodejs, teamwork, problem solving, react, javascript, postgresql, creativity, html, typescript, css","Experienced web developer with 2 years working with nodejs, teamwork, problem solving",web_developer,1
CAND_0259,7,phd,teamwork,Experienced qa engineer with 7 years working with teamwork,qa_engineer,0
CAND_0260,5,master,"testing, adaptability, programming, critical thinking, leadership, agile","Experienced developer with 5 years working with testing, adaptability, programming",developer,1
CAND_0261,2,bachelor,"java, testing, time management, ci/cd","Experienced software developer with 2 years working with java, testing, time management",software_developer,0
CAND_0262,9,high_school,"statistics, python, critical thinking, leadership, creativity, excel, reporting, data analysis, powerbi","Experienced analyst with 9 years working with statistics, python, critical thinking",analyst,1
CAND_0263,6,phd,"leadership, java, microservices, c#, php","Experienced backend developer with 6 years working with leadership, java, microservices",backend_developer,0
CAND_0264,2,associate,"programming, teamwork, problem solving, java, c++, time management, c#, agile","Experienced software developer with 2 years working with programming, teamwork, problem solving",software_developer,1
CAND_0265,6,associate,"tableau, business intelligence, r, teamwork, process modeling, creativity, powerbi","Experienced business analyst with 6 years working with tableau, business intelligence, r",business_analyst,0
CAND_0266,2,master,"adaptability, leadership, content strategy, seo, social media","Experienced content creator with 2 years working with adaptability, leadership, content strategy",content_creator,0
CAND_0267,0,high_school,"problem solving, leadership, design, time management, html","Experienced designer with 0 years working with problem solving, leadership, design",designer,1
CAND_0268,9,master,"communication, critical thinking, technical skills, leadership, sql, product management","Experienced product manager with 9 years working with communication, critical thinking, technical skills",product_manager,1
CAND_0269,5,phd,"communication, adaptability, teamwork, javascript, html, css","Experienced frontend developer with 5 years working with communication, adaptability, teamwork",frontend_developer,1
CAND_0270,6,master,"teamwork, critical thinking, problem solving","Experienced graphic designer with 6 years working with teamwork, critical thinking, problem solving",graphic_designer,0
CAND_0271,0,high_school,"docker, problem solving, c++, programming","Experienced software developer with 0 years working with docker, problem solving, c++",software_developer,1
CAND_0272,7,bachelor,"risk management, adaptability, leadership, confluence, project management, agile","Experienced project manager with 7 years working with risk management, adaptability, leadership",project_manager,1
CAND_0273,5,associate,"communication, teamwork, python, sql, excel","Experienced data analyst with 5 years working with communication, teamwork, python",data_analyst,1
CAND_0274,3,bachelor,"ui/ux, critical thinking, leadership, design, figma, adobe creative suite, creativity","Experienced ui ux designer with 3 years working with ui/ux, critical thinking, leadership",ui_ux_designer,1
CAND_0275,4,bachelor,"digital marketing, teamwork, facebook ads, seo, analytics, time management","Experienced digital marketer with 4 years working with digital marketing, teamwork, facebook ads",digital_marketer,1
CAND_0276,4,associate,"docker, communication, programming, adaptability, python, leadership, c++, c#","Experienced software developer with 4 years working with docker, communication, programming",software_developer,1
CAND_0277,0,master,"communication, nodejs, critical thinking, api, sql, aws, php","Experienced backend developer with 0 years working with communication, nodejs, critical thinking",backend_developer,1
CAND_0278,2,high_school,"mongodb, nodejs, critical thinking, problem solving, react, javascript, creativity, css, html, php","Experienced web developer with 2 years working with mongodb, nodejs, critical thinking",web_developer,1
CAND_0279,10,bachelor,"time management, critical thinking, problem solving","Experienced mobile developer with 10 years working with time management, critical thinking, problem solving",mobile_developer,0
CAND_0280,3,master,"adaptability, critical thinking, problem solving, mobile, flutter","Experienced mobile developer with 3 years working with adaptability, critical thinking, problem solving",mobile_developer,1
CAND_0281,3,associate,"vmware, hyper-v, communication, bash, networking, creativity","Experienced system administrator with 3 years working with vmware, hyper-v, communication",system_administrator,0
CAND_0282,7,master,"content writing, communication, social media, creativity","Experienced content creator with 7 years working with content writing, communication, social media",content_creator,1
CAND_0283,8,phd,"jira, teamwork, stakeholder management, creativity","Experienced project manager with 8 years working with jira, teamwork, stakeholder management",project_manager,0
CAND_0284,3,phd,"teamwork, critical thinking, react","Experienced web developer with 3 years working with teamwork, critical thinking, react",web_developer,0
CAND_0285,9,master,"kubernetes, problem solving, java, microservices, c#, php","Experienced backend developer with 9 years working with kubernetes, problem solving, java",backend_developer,0
CAND_0286,12,bachelor,"docker, adaptability, teamwork, javascript, sql, html, css","Experienced fullstack developer with 12 years working with docker, adaptability, teamwork",fullstack_developer,1
CAND_0287,6,master,"communication, machine learning, scipy","Experienced data scientist with 6 years working with communication, machine learning, scipy",data_scientist,0
CAND_0288,0,bachelor,"security, critical thinking, problem solving, networking, powershell","Experienced system administrator with 0 years working with security, critical thinking, problem solving",system_administrator,0
CAND_0289,10,high_school,"time management, critical thinking, problem solving","Experienced devops engineer with 10 years working with time management, critical thinking, problem solving",devops_engineer,0
CAND_0290,9,associate,"java, google play, swift, adaptability","Experienced mobile developer with 9 years working with java, google play, swift",mobile_developer,0
CAND_0291,4,associate,"design, adobe creative suite, problem solving, html","Experienced designer with 4 years working with design, adobe creative suite, problem solving",designer,1
CAND_0292,1,bachelor,"python, sql, leadership, adaptability","Experienced data scientist with 1 years working with python, sql, leadership",data_scientist,1
CAND_0293,3,high_school,"mongodb, docker, teamwork, python, aws, javascript, postgresql, creativity, sql, html, time management, css","Experienced fullstack developer with 3 years working with mongodb, docker, teamwork",fullstack_developer,1
CAND_0294,2,phd,"programming, teamwork, leadership, creativity, c++","Experienced software developer with 2 years working with programming, teamwork, leadership",software_developer,1
CAND_0295,10,bachelor,"security, teamwork, communication, powershell","Experienced system administrator with 10 years working with security, teamwork, communication",system_administrator,0
CAND_0296,0,bachelor,"tableau, business intelligence, communication, adaptability, teamwork, python, sql, excel, requirements analysis, agile","Experienced business analyst with 0 years working with tableau, business intelligence, communication",business_analyst,1
CAND_0297,6,bachelor,"testing, programming, teamwork, python, problem solving, javascript, java, git, creativity","Experienced developer with 6 years working with testing, programming, teamwork",developer,1
CAND_0298,2,bachelor,"docker, adaptability, critical thinking, react, postgresql, microservices","Experienced fullstack developer with 2 years working with docker, adaptability, critical thinking",fullstack_developer,0
CAND_0299,7,phd,"copywriting, graphic design, problem solving, content strategy, seo, time management, wordpress","Experienced content creator with 7 years working with copywriting, graphic design, problem solving",content_creator,0
CAND_0300,1,associate,"testing, programming, critical thinking, problem solving, java, git, time management","Experienced developer with 1 years working with testing, programming, critical thinking",developer,1
CAND_0301,4,master,"pandas, communication, statistics, problem solving, leadership, hadoop, scipy","Experienced data scientist with 4 years working with pandas, communication, statistics",data_scientist,0
CAND_0302,0,associate,"linux, docker, problem solving, terraform","Experienced devops engineer with 0 years working with linux, docker, problem solving",devops_engineer,1
CAND_0303,4,high_school,"communication, security, linux, critical thinking, windows","Experienced system administrator with 4 years working with communication, security, linux",system_administrator,1
CAND_0304,3,bachelor,"testing, communication, manual testing, ci/cd, adaptability, bug tracking, quality assurance, selenium","Experienced qa engineer with 3 years working with testing, communication, manual testing",qa_engineer,1
CAND_0305,7,phd,"automation testing, testing, leadership, quality assurance, time management","Experienced qa engineer with 7 years working with automation testing, testing, leadership",qa_engineer,1
CAND_0306,7,bachelor,"communication, statistics, python, problem solving, sql","Experienced data scientist with 7 years working with communication, statistics, python",data_scientist,1
CAND_0307,3,phd,"mongodb, communication, nodejs, react, microservices, devops","Experienced fullstack developer with 3 years working with mongodb, communication, nodejs",fullstack_developer,0
CAND_0308,6,master,"design, figma, adobe creative suite, creativity, time management","Experienced designer with 6 years working with design, figma, adobe creative suite",designer,1
CAND_0309,9,phd,"mongodb, docker, communication, javascript, postgresql, sql, html, css, devops","Experienced fullstack developer with 9 years working with mongodb, docker, communication",fullstack_developer,1
CAND_0310,8,phd,"time management, problem solving, adaptability","Experienced analyst with 8 years working with time management, problem solving, adaptability",analyst,0
CAND_0311,8,high_school,"security, bash, linux, active directory, powershell, windows, time management","Experienced system administrator with 8 years working with security, bash, linux",system_administrator,1
CAND_0312,2,bachelor,"adaptability, design, print design, adobe creative suite, web design","Experienced graphic designer with 2 years working with adaptability, design, print design",graphic_designer,1
CAND_0313,9,phd,"communication, creativity, ci/cd, programming","Experienced software developer with 9 years working with communication, creativity, ci/cd",software_developer,1
CAND_0314,0,phd,"bash, time management, communication, critical thinking","Experienced system administrator with 0 years working with bash, time management, communication",system_administrator,0
CAND_0315,2,master,"teamwork, hadoop, communication, deep learning","Experienced data scientist with 2 years working with teamwork, hadoop, communication",data_scientist,0
CAND_0316,7,phd,"communication, teamwork, design, adobe creative suite, web design, time management","Experienced graphic designer with 7 years working with communication, teamwork, design",graphic_designer,1
CAND_0317,9,bachelor,"communication, wordpress, adaptability, teamwork, content writing, video editing, time management, social media","Experienced content creator with 9 years working with communication, wordpress, adaptability",content_creator,1
CAND_0318,0,phd,"design, figma, ui/ux, problem solving","Experienced designer with 0 years working with design, figma, ui/ux",designer,1
CAND_0319,2,bachelor,"leadership, api, sql, c#, php","Experienced backend developer with 2 years working with leadership, api, sql",backend_developer,1
CAND_0320,7,bachelor,"pandas, statistics, adaptability, problem solving, data visualization, time management","Experienced data analyst with 7 years working with pandas, statistics, adaptability",data_analyst,0
CAND_0321,7,associate,"docker, leadership, azure","Experienced backend developer with 7 years working with docker, leadership, azure",backend_developer,0
CAND_0322,2,associate,"angular, adaptability, teamwork, responsive design, react, time management","Experienced frontend developer with 2 years working with angular, adaptability, teamwork",frontend_developer,0
CAND_0323,3,phd,"communication, prometheus, azure, creativity, time management, monitoring","Experienced devops engineer with 3 years working with communication, prometheus, azure",devops_engineer,0
CAND_0324,7,high_school,"testing, ci/cd, adaptability, creativity, quality assurance","Experienced qa engineer with 7 years working with testing, ci/cd, adaptability",qa_engineer,1
CAND_0325,8,high_school,"tableau, teamwork, critical thinking, excel, data analysis, powerbi","Experienced analyst with 8 years working with tableau, teamwork, critical thinking",analyst,1
CAND_0326,3,associate,"communication, graphic design, problem solving, critical thinking, content writing, content strategy, creativity, seo, social media, analytics","Experienced content creator with 3 years working with communication, graphic design, problem solving",content_creator,1
CAND_0327,9,high_school,"communication, nodejs, adaptability, leadership, azure, aws, c#","Experienced backend developer with 9 years working with communication, nodejs, adaptability",backend_developer,0
CAND_0328,8,high_school,"confluence, critical thinking","Experienced project manager with 8 years working with confluence, critical thinking",project_manager,0
CAND_0329,3,phd,"ui/ux, adaptability, teamwork, leadership, design, figma","Experienced designer with 3 years working with ui/ux, adaptability, teamwork",designer,1
CAND_0330,6,associate,"communication, teamwork, technical skills, creativity, product management, time management, roadmap planning","Experienced product manager with 6 years working with communication, teamwork, technical skills",product_manager,1
CAND_0331,5,high_school,"ci/cd, programming, leadership, creativity, c++, time management","Experienced software developer with 5 years working with ci/cd, programming, leadership",software_developer,1
CAND_0332,8,phd,"javascript, critical thinking, css, html","Experienced frontend developer with 8 years working with javascript, critical thinking, css",frontend_developer,1
CAND_0333,9,phd,"python, go, critical thinking, api, sql, aws, time management, php","Experienced backend developer with 9 years working with python, go, critical thinking",backend_developer,1
CAND_0334,0,high_school,"email marketing, content marketing, digital marketing, creativity","Experienced digital marketer with 0 years working with email marketing, content marketing, digital marketing",digital_marketer,1
CAND_0335,3,associate,"leadership, time management, project management, creativity","Experienced project manager with 3 years working with leadership, time management, project management",project_manager,1
CAND_0336,3,associate,"tableau, statistics, data visualization, time management, powerbi","Experienced data analyst with 3 years working with tableau, statistics, data visualization",data_analyst,0
CAND_0337,4,bachelor,"teamwork, critical thinking, leadership, excel, data analysis","Experienced analyst with 4 years working with teamwork, critical thinking, leadership",analyst,1
CAND_0338,0,bachelor,"linux, teamwork, leadership, powershell, windows, monitoring","Experienced system administrator with 0 years working with linux, teamwork, leadership",system_administrator,1
CAND_0339,2,phd,"design, communication, ui/ux","Experienced ui ux designer with 2 years working with design, communication, ui/ux",ui_ux_designer,1
CAND_0340,2,high_school,"pytorch, communication, statistics, spark, leadership, scipy","Experienced data scientist with 2 years working with pytorch, communication, statistics",data_scientist,0
CAND_0341,8,high_school,"technical skills, leadership, roadmap planning","Experienced product manager with 8 years working with technical skills, leadership, roadmap planning",product_manager,0
CAND_0342,8,bachelor,"spark, problem solving, creativity, deep learning, time management","Experienced data scientist with 8 years working with spark, problem solving, creativity",data_scientist,0
CAND_0343,3,associate,"adaptability, problem solving, devops","Experienced fullstack developer with 3 years working with adaptability, problem solving, devops",fullstack_developer,0
CAND_0344,2,associate,"grafana, docker, linux, critical thinking, azure, creativity, aws, ansible, gitlab ci","Experienced devops engineer with 2 years working with grafana, docker, linux",devops_engineer,1
CAND_0345,0,phd,"teamwork, python, sql, problem solving","Experienced data scientist with 0 years working with teamwork, python, sql",data_scientist,1
CAND_0346,7,associate,problem solving,Experienced designer with 7 years working with problem solving,designer,0
CAND_0347,0,master,"push notifications, react native, leadership, firebase, java, flutter","Experienced mobile developer with 0 years working with push notifications, react native, leadership",mobile_developer,0
CAND_0348,1,phd,"time management, digital marketing, critical thinking, creativity","Experienced digital marketer with 1 years working with time management, digital marketing, critical thinking",digital_marketer,1
CAND_0349,6,phd,"aws, creativity, critical thinking","Experienced fullstack developer with 6 years working with aws, creativity, critical thinking",fullstack_developer,0
CAND_0350,11,phd,"docker, nodejs, python, problem solving, javascript, creativity, sql, microservices, html, css","Experienced fullstack developer with 11 years working with docker, nodejs, python",fullstack_developer,1
CAND_0351,5,master,"tableau, pandas, communication, python, sql, excel, data visualization, powerbi","Experienced data analyst with 5 years working with tableau, pandas, communication",data_analyst,1
CAND_0352,8,associate,"communication, critical thinking, powerbi","Experienced business analyst with 8 years working with communication, critical thinking, powerbi",business_analyst,0
CAND_0353,3,master,"communication, statistics, r, creativity, time management, reporting, powerbi","Experienced analyst with 3 years working with communication, statistics, r",analyst,0
CAND_0354,6,high_school,"kotlin, communication, push notifications, critical thinking, swift, mobile, problem solving, flutter","Experienced mobile developer with 6 years working with kotlin, communication, push notifications",mobile_developer,1
CAND_0355,10,associate,"digital marketing, leadership, conversion optimization, facebook ads, sem","Experienced digital marketer with 10 years working with digital marketing, leadership, conversion optimization",digital_marketer,1
CAND_0356,1,phd,"problem solving, sketch, prototyping","Experienced ui ux designer with 1 years working with problem solving, sketch, prototyping",ui_ux_designer,0
CAND_0357,6,associate,"ui/ux, leadership, wireframing, design, user research","Experienced ui ux designer with 6 years working with ui/ux, leadership, wireframing",ui_ux_designer,1
CAND_0358,1,high_school,"ansible, leadership, gitlab ci","Experienced devops engineer with 1 years working with ansible, leadership, gitlab ci",devops_engineer,0
CAND_0359,6,associate,"linux, docker, problem solving, ansible","Experienced devops engineer with 6 years working with linux, docker, problem solving",devops_engineer,1
CAND_0360,5,bachelor,critical thinking,Experienced data scientist with 5 years working with critical thinking,data_scientist,0
CAND_0361,1,associate,"web design, problem solving, color theory","Experienced graphic designer with 1 years working with web design, problem solving, color theory",graphic_designer,0
CAND_0362,7,phd,"stakeholder management, communication, adaptability, project management, agile","Experienced project manager with 7 years working with stakeholder management, communication, adaptability",project_manager,1
CAND_0363,3,master,"nodejs, python, leadership, javascript, postgresql, sql, html, css","Experienced fullstack developer with 3 years working with nodejs, python, leadership",fullstack_developer,1
CAND_0364,3,bachelor,"docker, nodejs, teamwork, python, javascript, postgresql, sql, microservices, html, css","Experienced fullstack developer with 3 years working with docker, nodejs, teamwork",fullstack_developer,1
CAND_0365,9,bachelor,"adaptability, javascript, sql, microservices, html, css","Experienced fullstack developer with 9 years working with adaptability, javascript, sql",fullstack_developer,1
CAND_0366,2,phd,"python, process modeling, creativity, sql, excel","Experienced business analyst with 2 years working with python, process modeling, creativity",business_analyst,1
CAND_0367,1,phd,"vmware, linux, networking, creativity, windows","Experienced system administrator with 1 years working with vmware, linux, networking",system_administrator,1
CAND_0368,2,high_school,"design, problem solving","Experienced designer with 2 years working with design, problem solving",designer,1
CAND_0369,12,high_school,"docker, prometheus, adaptability, linux, teamwork, critical thinking, kubernetes, ansible, gitlab ci","Experienced devops engineer with 12 years working with docker, prometheus, adaptability",devops_engineer,1
CAND_0370,1,bachelor,"tableau, communication, statistics, critical thinking, leadership, sql, excel","Experienced data analyst with 1 years working with tableau, communication, statistics",data_analyst,1
CAND_0371,11,associate,"communication, teamwork, technical skills, problem solving, sql, product management","Experienced product manager with 11 years working with communication, teamwork, technical skills",product_manager,1
CAND_0372,5,phd,"graphic design, leadership, wordpress","Experienced content creator with 5 years working with graphic design, leadership, wordpress",content_creator,0
CAND_0373,9,phd,"linux, aws, docker, problem solving","Experienced devops engineer with 9 years working with linux, aws, docker",devops_engineer,1
CAND_0374,6,bachelor,"testing, programming, python, leadership, javascript, sql","Experienced developer with 6 years working with testing, programming, python",developer,1
CAND_0375,0,associate,"nodejs, adaptability, teamwork, python, leadership, java, api, sql","Experienced backend developer with 0 years working with nodejs, adaptability, teamwork",backend_developer,1
CAND_0376,5,bachelor,"color theory, branding, leadership, design, adobe creative suite, illustrator","Experienced graphic designer with 5 years working with color theory, branding, leadership",graphic_designer,1
CAND_0377,2,bachelor,"kotlin, critical thinking, teamwork, react native","Experienced mobile developer with 2 years working with kotlin, critical thinking, teamwork",mobile_developer,0
CAND_0378,7,high_school,"communication, manual testing, problem solving, bug tracking, selenium, time management","Experienced qa engineer with 7 years working with communication, manual testing, problem solving",qa_engineer,0
CAND_0379,8,bachelor,"design, teamwork, ui/ux, adaptability","Experienced ui ux designer with 8 years working with design, teamwork, ui/ux",ui_ux_designer,1
CAND_0380,1,bachelor,"communication, technical skills, leadership, creativity, product management, agile","Experienced product manager with 1 years working with communication, technical skills, leadership",product_manager,1
CAND_0381,2,master,"machine learning, r, teamwork, leadership, data visualization, sql, excel, powerbi","Experienced data analyst with 2 years working with machine learning, r, teamwork",data_analyst,1
CAND_0382,6,master,"communication, ui/ux, problem solving, design, figma, creativity, sketch","Experienced ui ux designer with 6 years working with communication, ui/ux, problem solving",ui_ux_designer,1
CAND_0383,2,associate,"communication, ui/ux, prototyping, adaptability, leadership, design, figma, adobe creative suite, html, css","Experienced ui ux designer with 2 years working with communication, ui/ux, prototyping",ui_ux_designer,1
CAND_0384,6,associate,"statistics, creativity, sql, excel, data analysis, powerbi","Experienced analyst with 6 years working with statistics, creativity, sql",analyst,1
CAND_0385,3,master,"docker, adaptability, linux, teamwork, creativity, monitoring, gitlab ci","Experienced devops engineer with 3 years working with docker, adaptability, linux",devops_engineer,1
CAND_0386,4,phd,"design, communication, ui/ux","Experienced ui ux designer with 4 years working with design, communication, ui/ux",ui_ux_designer,1
CAND_0387,3,bachelor,"copywriting, graphic design, problem solving, social media, seo, wordpress","Experienced content creator with 3 years working with copywriting, graphic design, problem solving",content_creator,0
CAND_0388,4,bachelor,"testing, communication, programming, leadership, time management, c#","Experienced software developer with 4 years working with testing, communication, programming",software_developer,1
CAND_0389,2,high_school,"communication, programming, critical thinking, problem solving, java, javascript, agile","Experienced developer with 2 years working with communication, programming, critical thinking",developer,1
CAND_0390,8,phd,"communication, time management","Experienced content creator with 8 years working with communication, time management",content_creator,0
CAND_0391,4,high_school,"docker, communication, linux, teamwork, problem solving, kubernetes","Experienced devops engineer with 4 years working with docker, communication, linux",devops_engineer,1
CAND_0392,7,associate,"color theory, branding, teamwork, indesign, creativity","Experienced graphic designer with 7 years working with color theory, branding, teamwork",graphic_designer,0
CAND_0393,3,phd,"communication, r, critical thinking, time management, powerbi","Experienced analyst with 3 years working with communication, r, critical thinking",analyst,0
CAND_0394,0,bachelor,"automation testing, testing, ci/cd, adaptability, critical thinking, problem solving, bug tracking, api testing, quality assurance, selenium","Experienced qa engineer with 0 years working with automation testing, testing, ci/cd",qa_engineer,1
CAND_0395,6,phd,"creativity, swift","Experienced mobile developer with 6 years working with creativity, swift",mobile_developer,0
CAND_0396,10,phd,"communication, python, critical thinking, go, api, sql, time management","Experienced backend developer with 10 years working with communication, python, critical thinking",backend_developer,1
CAND_0397,1,phd,"active directory, leadership, creativity, powershell, time management, monitoring","Experienced system administrator with 1 years working with active directory, leadership, creativity",system_administrator,0
CAND_0398,6,master,"docker, linux, teamwork, time management, gitlab ci","Experienced devops engineer with 6 years working with docker, linux, teamwork",devops_engineer,1
CAND_0399,3,high_school,"critical thinking, photoshop, illustrator, indesign","Experienced graphic designer with 3 years working with critical thinking, photoshop, illustrator",graphic_designer,0
CAND_0400,11,master,"communication, python, leadership, sql, deep learning","Experienced data scientist with 11 years working with communication, python, leadership",data_scientist,1
CAND_0401,2,high_school,"stakeholder management, communication, adaptability, jira, problem solving, project management","Experienced project manager with 2 years working with stakeholder management, communication, adaptability",project_manager,1
CAND_0402,3,master,"grafana, prometheus, terraform, critical thinking, leadership, creativity, aws, ansible","Experienced devops engineer with 3 years working with grafana, prometheus, terraform",devops_engineer,0
CAND_0403,4,high_school,"docker, prometheus, adaptability, linux, critical thinking, kubernetes, problem solving, aws, gitlab ci","Experienced devops engineer with 4 years working with docker, prometheus, adaptability",devops_engineer,1
CAND_0404,8,bachelor,"design, adobe creative suite, teamwork, illustrator","Experienced graphic designer with 8 years working with design, adobe creative suite, teamwork",graphic_designer,1
CAND_0405,5,master,"time management, problem solving, php, adaptability","Experienced web developer with 5 years working with time management, problem solving, php",web_developer,0
CAND_0406,1,phd,"kotlin, google play, critical thinking, mobile, firebase, java, time management, flutter","Experienced mobile developer with 1 years working with kotlin, google play, critical thinking",mobile_developer,1
CAND_0407,8,master,"javascript, css, problem solving, html","Experienced web developer with 8 years working with javascript, css, problem solving",web_developer,1
CAND_0408,0,associate,"testing, communication, leadership, quality assurance, time management","Experienced qa engineer with 0 years working with testing, communication, leadership",qa_engineer,1
CAND_0409,2,associate,"docker, teamwork, kubernetes, leadership, java, api, sql","Experienced backend developer with 2 years working with docker, teamwork, kubernetes",backend_developer,1
CAND_0410,5,associate,"docker, adaptability, linux, teamwork, azure, ansible","Experienced devops engineer with 5 years working with docker, adaptability, linux",devops_engineer,1
CAND_0411,6,high_school,"adaptability, react native, app store, java, creativity","Experienced mobile developer with 6 years working with adaptability, react native, app store",mobile_developer,0
CAND_0412,6,bachelor,"critical thinking, responsive design, adaptability","Experienced frontend developer with 6 years working with critical thinking, responsive design, adaptability",frontend_developer,0
CAND_0413,8,master,"testing, quality assurance, adaptability, bug tracking, performance testing, time management","Experienced qa engineer with 8 years working with testing, quality assurance, adaptability",qa_engineer,1
CAND_0414,8,bachelor,"angular, teamwork, vue, react, javascript, html, typescript, css","Experienced frontend developer with 8 years working with angular, teamwork, vue",frontend_developer,1
CAND_0415,8,associate,"pandas, machine learning, python, critical thinking, sql, numpy","Experienced data scientist with 8 years working with pandas, machine learning, python",data_scientist,1
CAND_0416,6,high_school,"design, time management, critical thinking, prototyping","Experienced designer with 6 years working with design, time management, critical thinking",designer,1
CAND_0417,12,associate,"jenkins, docker, linux, kubernetes, leadership, aws, time management","Experienced devops engineer with 12 years working with jenkins, docker, linux",devops_engineer,1
CAND_0418,1,associate,"photoshop, color theory, branding, design, adobe creative suite, creativity, web design","Experienced graphic designer with 1 years working with photoshop, color theory, branding",graphic_designer,1
CAND_0419,4,phd,"security, networking, communication, powershell","Experienced system administrator with 4 years working with security, networking, communication",system_administrator,0
CAND_0420,1,master,"digital marketing, communication, content marketing, conversion optimization, time management","Experienced digital marketer with 1 years working with digital marketing, communication, content marketing",digital_marketer,1
CAND_0421,4,associate,"stakeholder management, jira, teamwork, critical thinking, problem solving, scrum","Experienced project manager with 4 years working with stakeholder management, jira, teamwork",project_manager,0
CAND_0422,4,master,"java, teamwork, time management, leadership","Experienced software developer with 4 years working with java, teamwork, time management",software_developer,0
CAND_0423,0,bachelor,"adaptability, problem solving, leadership, sql, excel","Experienced data analyst with 0 years working with adaptability, problem solving, leadership",data_analyst,1
CAND_0424,3,high_school,"leadership, azure, api, sql, microservices, time management","Experienced backend developer with 3 years working with leadership, azure, api",backend_developer,1
CAND_0425,0,phd,"design, ui/ux, problem solving, html","Experienced designer with 0 years working with design, ui/ux, problem solving",designer,1
CAND_0426,2,master,"testing, security testing, adaptability, creativity, quality assurance","Experienced qa engineer with 2 years working with testing, security testing, adaptability",qa_engineer,1
CAND_0427,0,high_school,"teamwork, css, prototyping, adaptability","Experienced designer with 0 years working with teamwork, css, prototyping",designer,0
CAND_0428,1,high_school,"communication, indesign, leadership, adaptability","Experienced graphic designer with 1 years working with communication, indesign, leadership",graphic_designer,0
CAND_0429,7,bachelor,"docker, adaptability, linux, leadership, azure, creativity","Experienced devops engineer with 7 years working with docker, adaptability, linux",devops_engineer,1
CAND_0430,4,high_school,"kotlin, push notifications, adaptability, swift, mobile, flutter","Experienced mobile developer with 4 years working with kotlin, push notifications, adaptability",mobile_developer,1
CAND_0431,7,associate,"digital marketing, adaptability, email marketing, creativity, sem, seo","Experienced digital marketer with 7 years working with digital marketing, adaptability, email marketing",digital_marketer,1
CAND_0432,1,bachelor,"sass, angular, responsive design, critical thinking, leadership, react, creativity, typescript","Experienced frontend developer with 1 years working with sass, angular, responsive design",frontend_developer,0
CAND_0433,5,phd,"figma, communication, critical thinking, user research","Experienced ui ux designer with 5 years working with figma, communication, critical thinking",ui_ux_designer,0
CAND_0434,5,associate,"machine learning, communication, statistics, teamwork, leadership, sql, data visualization, excel","Experienced data analyst with 5 years working with machine learning, communication, statistics",data_analyst,1
CAND_0435,0,bachelor,"teamwork, time management","Experienced designer with 0 years working with teamwork, time management",designer,0
CAND_0436,3,high_school,"automation testing, testing, bug tracking, creativity, api testing, quality assurance","Experienced qa engineer with 3 years working with automation testing, testing, bug tracking",qa_engineer,1
